wlbWellboreName,wlbWell,wlbDrillingOperator,wlbProductionLicence,wlbStatus,wlbPurpose,wlbPurposePlanned,wlbContent,wlbWellType,wlbSubSea,wlbEntryDate,wlbCompletionDate,wlbEntryPreDrillDate,wlbCompPreDrillDate,wlbField,wlbDrillPermit,wlbDiscovery,wlbDiscoveryWellbore,wlbKellyBushElevation,wlbFinalVerticalDepth,wlbTotalDepth,wlbWaterDepth,wlbKickOffPoint,wlbMainArea,wlbDrillingFacility,wlbFacilityTypeDrilling,wlbDrillingFacilityFixedOrMoveable,wlbProductionFacility,wlbLicensingActivity,wlbMultilateral,wlbContentPlanned,wlbEntryYear,wlbCompletionYear,wlbReclassFromWellbore,wlbPluggedAbandonDate,wlbPluggedDate,wlbLicenceTargetName,wlbPlotSymbol,wlbGeodeticDatum,wlbNsDeg,wlbNsMin,wlbNsSec,wlbNsCode,wlbEwDeg,wlbEwMin,wlbEwSec,wlbEwCode,wlbNsDecDeg,wlbEwDesDeg,wlbNsUtm,wlbEwUtm,wlbUtmZone,wlbNamePart1,wlbNamePart2,wlbNamePart3,wlbNamePart4,wlbNamePart5,wlbNamePart6,wlbFactPageUrl,wlbFactMapUrl,wlbDiskosWellboreType,wlbDiskosWellboreParent,wlbNpdidWellbore,dscNpdidDiscovery,fldNpdidField,wlbWdssQcDate,wlbReleasedDate,prlNpdidProductionLicence,prlNpdidProdLicenceTarget,fclNpdidFacilityDrilling,fclNpdidFacilityProducing,wlbNpdidWellboreReclass,wlbDateUpdated,wlbDateUpdatedMax,datesyncNPD 
25/8-B-12,25/8-B-12,Esso Exploration and Production Norway A/S,027 B,PLUGGED,INJECTION,PRODUCTION,WATER,DEVELOPMENT, NO,24.07.2000,19.08.2000,21.11.1999,22.11.1999,JOTUN,1786-P,25/8-8 S Jotun,NO,52.0,2152.0,5848.0,127.0,,NORTH SEA,JOTUN B,JACKET 4 LEGS,FIXED,JOTUN A,2-A,NO,OIL,2000,2000,,,19.08.2000,,173,ED50  ,59,27,4,N,2,22,0.8,E,59.451111,2.366889,6590608.97,464101.78,31,25,8,B,12,,,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=4134,https://factmaps.npd.no/factmaps/3_0/?run=WellboreDevByNPDID&scale=100000&NPDID=4134,initial             ,                                        ,4134,44336,43604,,19.08.2002,917344,,279365,279393,0,23.02.2021,06.10.2015,28.04.2022
25/8-B-12 A,25/8-B-12,Esso Exploration and Production Norway A/S,027 B,PLUGGED,INJECTION,PRODUCTION,WATER,DEVELOPMENT, NO,20.08.2000,22.08.2000,,,JOTUN,1877-P,25/8-8 S Jotun,NO,52.0,2152.0,4925.0,127.0,4746.0,NORTH SEA,JOTUN B,JACKET 4 LEGS,FIXED,JOTUN A,2-A,NO,OIL,2000,2000,,,22.08.2000,,173,ED50  ,59,27,4,N,2,22,0.8,E,59.451111,2.366889,6590608.97,464101.78,31,25,8,B,12,A,,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=4234,https://factmaps.npd.no/factmaps/3_0/?run=WellboreDevByNPDID&scale=100000&NPDID=4234,sidetrack           ,25/8-B-12                               ,4234,44336,43604,,22.08.2002,917344,,279365,279393,0,23.02.2021,06.10.2015,28.04.2022
25/8-B-12 B,25/8-B-12,Esso Exploration and Production Norway A/S,027 B,PLUGGED,INJECTION,PRODUCTION,WATER,DEVELOPMENT, NO,23.08.2000,03.09.2000,,,JOTUN,1878-P,25/8-8 S Jotun,NO,52.0,2133.0,5000.0,127.0,4746.0,NORTH SEA,JOTUN B,JACKET 4 LEGS,FIXED,JOTUN A,2-A,NO,OIL,2000,2000,,,16.07.2018,,173,ED50  ,59,27,4,N,2,22,0.8,E,59.451111,2.366889,6590608.97,464101.78,31,25,8,B,12,B,,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=4235,https://factmaps.npd.no/factmaps/3_0/?run=WellboreDevByNPDID&scale=100000&NPDID=4235,sidetrack           ,25/8-B-12 A                             ,4235,44336,43604,,03.09.2002,917344,,279365,279393,0,23.02.2021,06.10.2015,28.04.2022
25/8-B-15,25/8-B-15,Esso Exploration and Production Norway A/S,027 P,PLUGGED,PRODUCTION,PRODUCTION,OIL,DEVELOPMENT, NO,04.10.1999,01.11.1999,09.05.1999,12.05.1999,JOTUN,1650-P,25/8-8 S Jotun,NO,52.0,2213.0,5010.0,127.0,,NORTH SEA,JOTUN B,JACKET 4 LEGS,FIXED,JOTUN A,Awarded additionally to round 2-A,NO,OIL,1999,1999,,,28.08.2017,,50,ED50  ,59,27,3.64,N,2,22,0.78,E,59.451011,2.366883,6590597.83,464101.35,31,25,8,B,15,,,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=3892,https://factmaps.npd.no/factmaps/3_0/?run=WellboreDevByNPDID&scale=100000&NPDID=3892,initial             ,                                        ,3892,44336,43604,,01.11.2001,20996,,279365,279393,0,23.02.2021,06.06.2016,28.04.2022
25/8-B-17,25/8-B-17,Esso Exploration and Production Norway A/S,027 B,PLUGGED,PRODUCTION,PRODUCTION,OIL,DEVELOPMENT, NO,05.04.1999,06.10.2000,,,JOTUN,1542-P,25/8-8 S Jotun,NO,52.4,2125.0,5370.0,127.0,,NORTH SEA,JOTUN B,JACKET 4 LEGS,FIXED,JOTUN A,2-A,NO,OIL,1999,2000,,,19.08.2017,,50,ED50  ,59,27,3.67,N,2,22,0.87,E,59.451019,2.366908,6590598.75,464102.78,31,25,8,B,17,,,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=3678,https://factmaps.npd.no/factmaps/3_0/?run=WellboreDevByNPDID&scale=100000&NPDID=3678,initial             ,                                        ,3678,44336,43604,,06.10.2002,917344,,279365,279393,0,23.02.2021,06.06.2016,28.04.2022
25/8-B-18,25/8-B-18,Esso Exploration and Production Norway A/S,027 B,PLUGGED,PRODUCTION,PRODUCTION,OIL,DEVELOPMENT, NO,16.11.2000,10.12.2000,12.11.1999,13.11.1999,JOTUN,1851-P,25/7-3 Jotun,NO,52.0,2132.0,4540.0,127.0,,NORTH SEA,JOTUN B,JACKET 4 LEGS,FIXED,JOTUN A,2-A,NO,OIL,2000,2000,,,24.11.2016,,50,ED50  ,59,27,3.53,N,2,22,0.7,E,59.450981,2.366861,6590594.44,464100.06,31,25,8,B,18,,,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=4205,https://factmaps.npd.no/factmaps/3_0/?run=WellboreDevByNPDID&scale=100000&NPDID=4205,initial             ,                                        ,4205,44300,43604,,10.12.2002,917344,,279365,279393,0,23.02.2021,06.10.2015,28.04.2022
25/8-B-20,25/8-B-20,Esso Exploration and Production Norway A/S,027 B,PLUGGED,PRODUCTION,PRODUCTION,OIL,DEVELOPMENT, NO,14.06.2000,09.07.2000,20.11.1999,21.11.1999,JOTUN,1768-P,25/8-5 S Jotun,NO,52.4,2116.0,4500.0,127.0,,NORTH SEA,JOTUN B,JACKET 4 LEGS,FIXED,JOTUN A,2-A,NO,OIL,2000,2000,,,15.02.2018,,50,ED50  ,59,27,3.75,N,2,22,0.5,E,59.451042,2.366806,6590601.28,464096.98,31,25,8,B,20,,,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=4116,https://factmaps.npd.no/factmaps/3_0/?run=WellboreDevByNPDID&scale=100000&NPDID=4116,initial             ,                                        ,4116,44330,43604,,09.07.2002,917344,,279365,279393,0,23.02.2021,06.06.2016,28.04.2022
25/8-B-21,25/8-B-21,Esso Exploration and Production Norway A/S,027 B,PLUGGED,OBSERVATION,OBSERVATION,NOT APPLICABLE,DEVELOPMENT, NO,20.07.2002,08.08.2002,,,JOTUN,2143-P,25/8-5 S Jotun,NO,52.4,2183.0,2400.0,127.0,,NORTH SEA,JOTUN B,JACKET 4 LEGS,FIXED,JOTUN A,2-A,NO,NOT APPLICABLE,2002,2002,,,08.08.2002,,99,ED50  ,59,27,3.78,N,2,22,0.64,E,59.451050,2.366844,6590602.19,464099.19,31,25,8,B,21,,,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=4566,https://factmaps.npd.no/factmaps/3_0/?run=WellboreDevByNPDID&scale=100000&NPDID=4566,initial             ,                                        ,4566,44330,43604,,08.08.2004,917344,,279365,279393,0,23.02.2021,06.10.2015,28.04.2022
25/8-B-21 A,25/8-B-21,Esso Exploration and Production Norway A/S,027 B,PLUGGED,PRODUCTION,PRODUCTION,OIL,DEVELOPMENT, NO,10.08.2002,24.08.2002,,,JOTUN,2162-P,25/8-5 S Jotun,NO,52.4,2161.0,3163.0,127.0,1177.0,NORTH SEA,JOTUN B,JACKET 4 LEGS,FIXED,JOTUN A,2-A,NO,OIL,2002,2002,,,24.08.2002,,50,ED50  ,59,27,3.78,N,2,22,0.64,E,59.451050,2.366844,6590602.19,464099.19,31,25,8,B,21,A,,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=4588,https://factmaps.npd.no/factmaps/3_0/?run=WellboreDevByNPDID&scale=100000&NPDID=4588,sidetrack           ,25/8-B-21                               ,4588,44330,43604,,24.08.2004,917344,,279365,279393,0,23.02.2021,06.10.2015,28.04.2022
25/8-B-21 B,25/8-B-21,Esso Exploration and Production Norway A/S,027 B,PLUGGED,OBSERVATION,OBSERVATION,NOT APPLICABLE,DEVELOPMENT, NO,11.12.2002,23.12.2002,,,JOTUN,2214-P,25/8-5 S Jotun,NO,52.4,2184.5,3316.0,127.0,1180.0,NORTH SEA,JOTUN B,JACKET 4 LEGS,FIXED,JOTUN A,2-A,NO,NOT APPLICABLE,2002,2002,,,23.12.2002,,99,ED50  ,59,27,3.78,N,2,22,0.64,E,59.451050,2.366844,6590602.19,464099.19,31,25,8,B,21,B,,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=4657,https://factmaps.npd.no/factmaps/3_0/?run=WellboreDevByNPDID&scale=100000&NPDID=4657,sidetrack           ,25/8-B-21 A                             ,4657,44330,43604,,23.12.2004,917344,,279365,279393,0,23.02.2021,06.06.2016,28.04.2022
25/8-B-21 C,25/8-B-21,Esso Exploration and Production Norway A/S,027 B,PLUGGED,PRODUCTION,PRODUCTION,OIL,DEVELOPMENT, NO,24.12.2002,09.01.2003,,,JOTUN,2215-P,25/8-5 S Jotun,NO,52.4,2111.0,3889.0,127.0,1744.0,NORTH SEA,JOTUN B,JACKET 4 LEGS,FIXED,JOTUN A,2-A,NO,OIL,2002,2003,,,30.07.2017,,50,ED50  ,59,27,3.78,N,2,22,0.64,E,59.451050,2.366844,6590602.19,464099.19,31,25,8,B,21,C,,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=4658,https://factmaps.npd.no/factmaps/3_0/?run=WellboreDevByNPDID&scale=100000&NPDID=4658,sidetrack           ,25/8-B-21 B                             ,4658,44330,43604,,09.01.2005,917344,,279365,279393,0,23.02.2021,06.10.2015,28.04.2022
25/8-B-22,25/8-B-22,Esso Exploration and Production Norway A/S,027 B,PLUGGED,OBSERVATION,PRODUCTION,NOT APPLICABLE,DEVELOPMENT, NO,15.10.2000,07.11.2000,20.07.2000,21.07.2000,JOTUN,1804-P,25/8-8 S Jotun,NO,52.0,2271.0,5642.0,127.0,,NORTH SEA,JOTUN B,JACKET 4 LEGS,FIXED,JOTUN A,2-A,NO,OIL,2000,2000,,,07.11.2000,,99,ED50  ,59,27,3.64,N,2,22,1.13,E,59.451011,2.366981,6590597.78,464106.87,31,25,8,B,22,,,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=4153,https://factmaps.npd.no/factmaps/3_0/?run=WellboreDevByNPDID&scale=100000&NPDID=4153,initial             ,                                        ,4153,44336,43604,,07.11.2002,917344,,279365,279393,0,23.02.2021,06.10.2015,28.04.2022
25/8-B-22 A,25/8-B-22,Esso Exploration and Production Norway A/S,027 B,PLUGGED,INJECTION,PRODUCTION,WATER,DEVELOPMENT, NO,08.11.2000,13.11.2000,,,JOTUN,1879-P,25/8-8 S Jotun,NO,52.0,2190.0,4724.0,127.0,4282.0,NORTH SEA,JOTUN B,JACKET 4 LEGS,FIXED,JOTUN A,2-A,NO,OIL,2000,2000,,,31.01.2017,,173,ED50  ,59,27,3.64,N,2,22,1.13,E,59.451011,2.366981,6590597.78,464106.87,31,25,8,B,22,A,,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=4236,https://factmaps.npd.no/factmaps/3_0/?run=WellboreDevByNPDID&scale=100000&NPDID=4236,sidetrack           ,25/8-B-22                               ,4236,44336,43604,,13.11.2002,917344,,279365,279393,0,23.02.2021,06.10.2015,28.04.2022
25/8-B-23,25/8-B-23,Esso Exploration and Production Norway A/S,027 B,PLUGGED,OBSERVATION,OBSERVATION,NOT APPLICABLE,DEVELOPMENT, NO,27.05.2002,19.06.2002,,,JOTUN,2128-P,25/8-5 S Jotun,NO,52.0,2179.0,3092.0,127.0,,NORTH SEA,JOTUN B,JACKET 4 LEGS,FIXED,JOTUN A,2-A,NO,NOT APPLICABLE,2002,2002,,,19.06.2002,,99,ED50  ,59,27,3.89,N,2,22,0.72,E,59.451081,2.366867,6590605.58,464100.48,31,25,8,B,23,,,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=4547,https://factmaps.npd.no/factmaps/3_0/?run=WellboreDevByNPDID&scale=100000&NPDID=4547,initial             ,                                        ,4547,44330,43604,,19.06.2004,917344,,279365,279393,0,23.02.2021,06.10.2015,28.04.2022
25/8-B-23 A,25/8-B-23,Esso Exploration and Production Norway A/S,027 B,PLUGGED,PRODUCTION,PRODUCTION,OIL,DEVELOPMENT, NO,21.06.2002,11.07.2002,,,JOTUN,2129-P,25/8-5 S Jotun,NO,52.0,2117.0,3640.0,127.0,1620.0,NORTH SEA,JOTUN B,JACKET 4 LEGS,FIXED,JOTUN A,2-A,NO,OIL,2002,2002,,,10.06.2016,,50,ED50  ,59,27,3.89,N,2,22,0.72,E,59.451081,2.366867,6590605.58,464100.48,31,25,8,B,23,A,,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=4548,https://factmaps.npd.no/factmaps/3_0/?run=WellboreDevByNPDID&scale=100000&NPDID=4548,sidetrack           ,25/8-B-23                               ,4548,44330,43604,,11.07.2004,917344,,279365,279393,0,23.02.2021,06.10.2015,28.04.2022
25/8-B-24,25/8-B-24,Esso Exploration and Production Norway A/S,027 B,WILL NEVER BE DRILLED,,OBSERVATION,,DEVELOPMENT, NO,,,,,JOTUN,2270-P,25/8-5 S Jotun,NO,52.4,,,127.0,,NORTH SEA,JOTUN B,JACKET 4 LEGS,FIXED,JOTUN A,2-A,NO,NOT APPLICABLE,0,0,,,,,0,ED50  ,59,27,3.72,N,2,22,0.71,E,59.451033,2.366864,6590600.32,464100.28,31,25,8,B,24,,,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=4723,,initial             ,                                        ,4723,44330,43604,,,917344,,279365,279393,0,23.02.2021,,28.04.2022
25/8-B-24 A,25/8-B-24,Esso Exploration and Production Norway A/S,027 B,WILL NEVER BE DRILLED,,PRODUCTION,,DEVELOPMENT, NO,,,,,JOTUN,2271-P,25/8-5 S Jotun,NO,52.4,,,127.0,,NORTH SEA,JOTUN B,JACKET 4 LEGS,FIXED,JOTUN A,2-A,NO,OIL,0,0,,,,,0,ED50  ,59,27,3.72,N,2,22,0.71,E,59.451033,2.366864,6590600.32,464100.28,31,25,8,B,24,A,,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=4724,,sidetrack           ,25/8-B-24                               ,4724,44330,43604,,,917344,,279365,279393,0,23.02.2021,,28.04.2022
25/8-B-25,25/8-B-25,Esso Exploration and Production Norway A/S,027 B,PLUGGED,PRODUCTION,PRODUCTION,OIL,DEVELOPMENT, NO,20.12.2000,10.01.2001,,,JOTUN,1869-P,25/8-5 S Jotun,NO,52.0,2112.0,4407.0,127.0,,NORTH SEA,JOTUN B,JACKET 4 LEGS,FIXED,JOTUN A,2-A,NO,OIL,2000,2001,,,13.07.2017,,50,ED50  ,59,27,3.9,N,2,22,0.37,E,59.451083,2.366769,6590605.94,464094.97,31,25,8,B,25,,,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=4226,https://factmaps.npd.no/factmaps/3_0/?run=WellboreDevByNPDID&scale=100000&NPDID=4226,initial             ,                                        ,4226,44330,43604,,10.01.2003,917344,,279365,279393,0,23.02.2021,06.06.2016,28.04.2022
25/8-B-28,25/8-B-28,Esso Exploration and Production Norway A/S,027 B,PLUGGED,OBSERVATION,OBSERVATION,NOT APPLICABLE,DEVELOPMENT, NO,14.03.2003,04.04.2003,,,JOTUN,2240-P,25/8-5 S Jotun,NO,52.4,2192.0,4531.0,127.0,,NORTH SEA,JOTUN B,JACKET 4 LEGS,FIXED,JOTUN A,2-A,NO,NOT APPLICABLE,2003,2003,,,04.04.2003,,99,ED50  ,59,27,3.97,N,2,22,0.65,E,59.451103,2.366847,6590608.06,464099.40,31,25,8,B,28,,,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=4685,https://factmaps.npd.no/factmaps/3_0/?run=WellboreDevByNPDID&scale=100000&NPDID=4685,initial             ,                                        ,4685,44330,43604,,04.04.2005,917344,,279365,279393,0,23.02.2021,06.10.2015,28.04.2022
25/8-B-28 A,25/8-B-28,Esso Exploration and Production Norway A/S,027 B,PLUGGED,OBSERVATION,OBSERVATION,NOT APPLICABLE,DEVELOPMENT, NO,06.04.2003,12.04.2003,,,JOTUN,2241-P,25/8-5 S Jotun,NO,52.4,2161.0,5035.0,127.0,3601.0,NORTH SEA,JOTUN B,JACKET 4 LEGS,FIXED,JOTUN A,2-A,NO,NOT APPLICABLE,2003,2003,,,12.04.2003,,99,ED50  ,59,27,3.97,N,2,22,0.65,E,59.451103,2.366847,6590608.06,464099.40,31,25,8,B,28,A,,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=4686,https://factmaps.npd.no/factmaps/3_0/?run=WellboreDevByNPDID&scale=100000&NPDID=4686,sidetrack           ,25/8-B-28                               ,4686,44330,43604,,12.04.2005,917344,,279365,279393,0,23.02.2021,06.10.2015,28.04.2022
25/8-B-28 B,25/8-B-28,Esso Exploration and Production Norway A/S,027 B,PLUGGED,PRODUCTION,PRODUCTION,OIL,DEVELOPMENT, NO,14.04.2003,02.05.2003,,,JOTUN,2280-P,25/8-5 S Jotun,NO,52.4,2132.0,5250.0,127.0,3420.0,NORTH SEA,JOTUN B,JACKET 4 LEGS,FIXED,JOTUN A,2-A,NO,OIL,2003,2003,,,24.07.2017,,50,ED50  ,59,27,3.97,N,2,22,0.65,E,59.451103,2.366847,6590608.06,464099.40,31,25,8,B,28,B,,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=4739,https://factmaps.npd.no/factmaps/3_0/?run=WellboreDevByNPDID&scale=100000&NPDID=4739,sidetrack           ,25/8-B-28 A                             ,4739,44330,43604,,02.05.2005,917344,,279365,279393,0,23.02.2021,06.10.2015,28.04.2022
25/8-B-29,25/8-B-29,Esso Exploration and Production Norway A/S,027 B,PLUGGED,OBSERVATION,OBSERVATION,NOT APPLICABLE,DEVELOPMENT, NO,27.07.2002,26.01.2003,,,JOTUN,2166-P,25/8-5 S Jotun,NO,52.4,2224.6,3245.0,127.0,,NORTH SEA,JOTUN B,JACKET 4 LEGS,FIXED,JOTUN A,2-A,NO,NOT APPLICABLE,2002,2003,,,26.01.2003,,99,ED50  ,59,27,3.82,N,2,22,0.79,E,59.451061,2.366886,6590603.40,464101.56,31,25,8,B,29,,,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=4594,https://factmaps.npd.no/factmaps/3_0/?run=WellboreDevByNPDID&scale=100000&NPDID=4594,initial             ,                                        ,4594,44330,43604,,26.01.2005,917344,,279365,279393,0,23.02.2021,06.10.2015,28.04.2022
25/8-B-29 A,25/8-B-29,Esso Exploration and Production Norway A/S,027 B,PLUGGED,PRODUCTION,PRODUCTION,OIL,DEVELOPMENT, NO,02.02.2003,23.02.2003,,,JOTUN,2167-P,25/8-5 S Jotun,NO,52.4,2127.5,3746.0,127.0,1764.0,NORTH SEA,JOTUN B,JACKET 4 LEGS,FIXED,JOTUN A,2-A,NO,OIL,2003,2003,,,23.03.2018,,50,ED50  ,59,27,3.82,N,2,22,0.79,E,59.451061,2.366886,6590603.40,464101.56,31,25,8,B,29,A,,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=4595,https://factmaps.npd.no/factmaps/3_0/?run=WellboreDevByNPDID&scale=100000&NPDID=4595,sidetrack           ,25/8-B-29                               ,4595,44330,43604,,23.02.2005,917344,,279365,279393,0,23.02.2021,06.10.2015,28.04.2022
25/8-B-30,25/8-B-30,ExxonMobil Exploration and Production Norway AS,027 B,PLUGGED,PRODUCTION,PRODUCTION,OIL,DEVELOPMENT, NO,15.08.2006,26.09.2006,,,JOTUN,2742-P,25/8-8 S Jotun,NO,52.4,2130.0,5554.0,127.0,,NORTH SEA,JOTUN B,JACKET 4 LEGS,FIXED,JOTUN A,2-A,NO,OIL,2006,2006,,,09.12.2016,,50,ED50  ,59,27,3.6,N,2,22,0.99,E,59.451000,2.366942,6590596.57,464104.65,31,25,8,B,30,,,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=5389,https://factmaps.npd.no/factmaps/3_0/?run=WellboreDevByNPDID&scale=100000&NPDID=5389,initial             ,                                        ,5389,44336,43604,,26.09.2008,917344,,279365,279393,0,23.02.2021,06.10.2015,28.04.2022
25/8-B-31,25/8-B-31,ExxonMobil Exploration and Production Norway AS,027 B,PLUGGED,PRODUCTION,PRODUCTION,DRY,DEVELOPMENT, NO,03.11.2006,29.11.2006,,,JOTUN,2778-P,25/8-8 S Jotun,NO,52.0,2118.0,3969.0,127.0,,NORTH SEA,JOTUN B,JACKET 4 LEGS,FIXED,JOTUN B,2-A,NO,OIL,2006,2006,,,29.11.2006,,81,ED50  ,59,27,3.71,N,2,22,1.07,E,59.451031,2.366964,6590599.96,464105.94,31,25,8,B,31,,,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=5436,https://factmaps.npd.no/factmaps/3_0/?run=WellboreDevByNPDID&scale=100000&NPDID=5436,initial             ,                                        ,5436,44336,43604,,29.11.2008,917344,,279365,279365,0,23.02.2021,06.10.2015,28.04.2022
25/8-B-32,25/8-B-32,ExxonMobil Exploration and Production Norway AS,027 B,PLUGGED,PRODUCTION,PRODUCTION,OIL,DEVELOPMENT, NO,08.10.2006,25.10.2006,,,JOTUN,2766-P,25/8-8 S Jotun,NO,52.0,2150.0,4599.0,127.0,,NORTH SEA,JOTUN B,JACKET 4 LEGS,FIXED,JOTUN A,2-A,NO,OIL,2006,2006,,,25.10.2006,,50,ED50  ,59,27,3.72,N,2,22,0.71,E,59.451033,2.366864,6590600.32,464100.28,31,25,8,B,32,,,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=5418,https://factmaps.npd.no/factmaps/3_0/?run=WellboreDevByNPDID&scale=100000&NPDID=5418,initial             ,                                        ,5418,44336,43604,,25.10.2008,917344,,279365,279393,0,23.02.2021,06.10.2015,28.04.2022
25/8-C-1,25/8-C-1,Esso Exploration and Production Norway A/S,027 ,PLUGGED,OBSERVATION,OBSERVATION,NOT APPLICABLE,DEVELOPMENT, NO,08.08.2004,27.09.2004,,,BALDER,2462-P,25/8-11 Ringhorne,NO,60.3,2110.0,6187.0,128.0,,NORTH SEA,RINGHORNE,JACKET 4 LEGS,FIXED,RINGHORNE,2-A,NO,NOT APPLICABLE,2004,2004,,,27.09.2004,,99,ED50  ,59,15,58.04,N,2,26,59.09,E,59.266122,2.449747,6569967.00,468629.66,31,25,8,C,1,,,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=4978,https://factmaps.npd.no/factmaps/3_0/?run=WellboreDevByNPDID&scale=100000&NPDID=4978,initial             ,                                        ,4978,44318,43562,,27.09.2006,20988,,280849,280849,0,23.02.2021,09.03.2022,28.04.2022
25/8-C-1 A,25/8-C-1,ExxonMobil Exploration and Production Norway AS,027 ,PRODUCING,PRODUCTION,PRODUCTION,OIL,DEVELOPMENT, NO,30.09.2004,22.10.2004,,,BALDER,2463-P,25/8-11 Ringhorne,NO,60.3,1949.0,6086.0,128.0,4515.0,NORTH SEA,RINGHORNE,JACKET 4 LEGS,FIXED,RINGHORNE,2-A,NO,OIL,2004,2004,,,,,50,ED50  ,59,15,58.04,N,2,26,59.09,E,59.266122,2.449747,6569967.00,468629.66,31,25,8,C,1,A,,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=4979,https://factmaps.npd.no/factmaps/3_0/?run=WellboreDevByNPDID&scale=100000&NPDID=4979,sidetrack           ,25/8-C-1                                ,4979,44318,43562,,22.10.2006,20988,,280849,280849,0,22.04.2022,06.10.2015,28.04.2022
25/8-C-2,25/8-C-2,ExxonMobil Exploration and Production Norway AS,027 ,CLOSED,PRODUCTION,PRODUCTION,OIL,DEVELOPMENT, NO,10.02.2005,08.04.2005,,,BALDER,2529-P,25/8-11 Ringhorne,NO,60.3,1943.0,5143.0,128.5,,NORTH SEA,RINGHORNE,JACKET 4 LEGS,FIXED,RINGHORNE,2-A,NO,OIL,2005,2005,,,,,50,ED50  ,59,15,58.1,N,2,26,59.39,E,59.266139,2.449831,6569968.82,468634.42,31,25,8,C,2,,,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=5065,https://factmaps.npd.no/factmaps/3_0/?run=WellboreDevByNPDID&scale=100000&NPDID=5065,initial             ,                                        ,5065,44318,43562,,08.04.2007,20988,,280849,280849,0,22.02.2022,06.10.2015,28.04.2022
25/8-C-3,25/8-C-3,ExxonMobil Exploration and Production Norway AS,027 ,CLOSED,PRODUCTION,PRODUCTION,OIL,DEVELOPMENT, NO,13.03.2006,04.04.2006,,,RINGHORNE ØST,2452-P,25/8-14 S,NO,60.3,1982.0,4647.0,128.0,1337.0,NORTH SEA,RINGHORNE,JACKET 4 LEGS,FIXED,RINGHORNE,2-A,NO,OIL,2006,2006,,,,,50,ED50  ,59,15,58.13,N,2,26,59.54,E,59.266147,2.449872,6569969.73,468636.80,31,25,8,C,3,,,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=4968,https://factmaps.npd.no/factmaps/3_0/?run=WellboreDevByNPDID&scale=100000&NPDID=4968,initial             ,                                        ,4968,2472571,3505505,,04.04.2008,20988,,280849,280849,0,22.12.2021,06.10.2015,28.04.2022
