wlbWellboreName,wlbWell,wlbDrillingOperator,wlbProductionLicence,wlbStatus,wlbPurpose,wlbPurposePlanned,wlbContent,wlbWellType,wlbSubSea,wlbEntryDate,wlbCompletionDate,wlbEntryPreDrillDate,wlbCompPreDrillDate,wlbField,wlbDrillPermit,wlbDiscovery,wlbDiscoveryWellbore,wlbKellyBushElevation,wlbFinalVerticalDepth,wlbTotalDepth,wlbWaterDepth,wlbKickOffPoint,wlbMainArea,wlbDrillingFacility,wlbFacilityTypeDrilling,wlbDrillingFacilityFixedOrMoveable,wlbProductionFacility,wlbLicensingActivity,wlbMultilateral,wlbContentPlanned,wlbEntryYear,wlbCompletionYear,wlbReclassFromWellbore,wlbPluggedAbandonDate,wlbPluggedDate,wlbLicenceTargetName,wlbPlotSymbol,wlbGeodeticDatum,wlbNsDeg,wlbNsMin,wlbNsSec,wlbNsCode,wlbEwDeg,wlbEwMin,wlbEwSec,wlbEwCode,wlbNsDecDeg,wlbEwDesDeg,wlbNsUtm,wlbEwUtm,wlbUtmZone,wlbNamePart1,wlbNamePart2,wlbNamePart3,wlbNamePart4,wlbNamePart5,wlbNamePart6,wlbFactPageUrl,wlbFactMapUrl,wlbDiskosWellboreType,wlbDiskosWellboreParent,wlbNpdidWellbore,dscNpdidDiscovery,fldNpdidField,wlbWdssQcDate,wlbReleasedDate,prlNpdidProductionLicence,prlNpdidProdLicenceTarget,fclNpdidFacilityDrilling,fclNpdidFacilityProducing,wlbNpdidWellboreReclass,wlbDateUpdated,wlbDateUpdatedMax,datesyncNPD 
6305/8-A-6 H,6305/8-A-6,A/S Norske Shell,250 ,PRODUCING,PRODUCTION,PRODUCTION,GAS,DEVELOPMENT,YES,02.12.2005,13.06.2008,31.10.2005,04.11.2005,ORMEN LANGE,2622-P,6305/5-1 Ormen lange,NO,36.0,2881.0,3300.0,850.0,,NORWEGIAN SEA,WEST NAVIGATOR,VESSEL,MOVEABLE,ORMEN LANGE A,Awarded additionally to round 15,NO,GAS,2005,2008,,,,,90,ED50  ,63,29,48.63,N,5,23,11.85,E,63.496842,5.386625,7043335.43,618814.89,31,6305,8,A,6,,,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=5208,https://factmaps.npd.no/factmaps/3_0/?run=WellboreDevByNPDID&scale=100000&NPDID=5208,initial             ,                                        ,5208,44822,2762452,,13.06.2010,115537,,297082,371178,0,23.02.2021,24.05.2016,28.04.2022
6305/8-A-7 H,6305/8-A-7,A/S Norske Shell,250 ,PRODUCING,PRODUCTION,PRODUCTION,GAS,DEVELOPMENT,YES,13.12.2005,25.04.2007,20.11.2005,24.11.2005,ORMEN LANGE,2623-P,6305/5-1 Ormen lange,NO,36.0,2842.0,3732.0,850.0,,NORWEGIAN SEA,WEST NAVIGATOR,VESSEL,MOVEABLE,ORMEN LANGE A,Awarded additionally to round 15,NO,GAS,2005,2007,,,,,90,ED50  ,63,29,48.64,N,5,23,11.41,E,63.496844,5.386503,7043335.51,618808.80,31,6305,8,A,7,,,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=5209,https://factmaps.npd.no/factmaps/3_0/?run=WellboreDevByNPDID&scale=100000&NPDID=5209,initial             ,                                        ,5209,44822,2762452,,25.04.2009,115537,,297082,371178,0,23.02.2021,24.05.2016,28.04.2022
6305/8-A-8 H,6305/8-A-8,A/S Norske Shell,250 ,PREDRILLED,PRODUCTION,PRODUCTION,,DEVELOPMENT,YES,,,31.12.2005,03.01.2006,ORMEN LANGE,2824-P,6305/5-1 Ormen lange,NO,36.0,,,850.0,,NORWEGIAN SEA,WEST NAVIGATOR,VESSEL,MOVEABLE,ORMEN LANGE A,Awarded additionally to round 15,NO,GAS,0,0,,,,,81,ED50  ,63,29,48.65,N,5,23,10.97,E,63.496847,5.386381,7043335.60,618802.71,31,6305,8,A,8,,,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=5512,,initial             ,                                        ,5512,44822,2762452,,,115537,,297082,371178,0,23.02.2021,06.10.2015,28.04.2022
6406/2-Q-1 H,6406/2-Q-1,StatoilHydro ASA,199 ,PLUGGED,PRODUCTION,PRODUCTION,GAS/CONDENSATE,DEVELOPMENT,YES,06.05.2008,17.08.2008,,,KRISTIN,2949-P,6406/2-3 Kristin,NO,25.0,4899.0,5852.0,317.5,,NORWEGIAN SEA,SCARABEO 5,SEMISUB STEEL,MOVEABLE,KRISTIN Q,14,NO,GAS/CONDENSATE,2008,2008,,,17.08.2008,,170,ED50  ,64,52,52.12,N,6,26,6.15,E,64.881144,6.435042,7197850.52,378527.72,32,6406,2,Q,1,,,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=5833,https://factmaps.npd.no/factmaps/3_0/?run=WellboreDevByNPDID&scale=100000&NPDID=5833,initial             ,                                        ,5833,44840,1854729,,17.08.2010,22404,,294058,395591,0,23.02.2021,31.05.2016,28.04.2022
6406/2-R-1 H,6406/2-R-1,Statoil ASA (old),199 ,PRODUCING,PRODUCTION,PRODUCTION,GAS/CONDENSATE,DEVELOPMENT,YES,26.01.2004,14.12.2004,11.01.2004,12.01.2004,KRISTIN,2403-P,6406/2-3 Kristin,NO,18.0,4839.0,6352.0,355.0,,NORWEGIAN SEA,WEST ALPHA,SEMISUB STEEL,MOVEABLE,KRISTIN R,14,NO,GAS/CONDENSATE,2004,2004,,,,,170,ED50  ,64,57,36.69,N,6,26,19.15,E,64.960192,6.438653,7206647.92,379055.38,32,6406,2,R,1,,,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=4903,https://factmaps.npd.no/factmaps/3_0/?run=WellboreDevByNPDID&scale=100000&NPDID=4903,initial             ,                                        ,4903,44840,1854729,,14.12.2006,22404,,297514,360533,0,23.02.2021,06.10.2015,28.04.2022
6406/2-R-2 H,6406/2-R-2,Statoil ASA (old),199 ,PRODUCING,PRODUCTION,PRODUCTION,GAS/CONDENSATE,DEVELOPMENT,YES,17.01.2004,11.11.2005,08.01.2004,09.01.2004,KRISTIN,2528-P,6406/2-3 Kristin,NO,18.0,4722.0,5954.0,355.0,,NORWEGIAN SEA,WEST ALPHA,SEMISUB STEEL,MOVEABLE,KRISTIN R,14,NO,GAS/CONDENSATE,2004,2005,,,,,170,ED50  ,64,57,36.68,N,6,26,18.44,E,64.960189,6.438456,7206647.99,379046.06,32,6406,2,R,2,,,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=5064,https://factmaps.npd.no/factmaps/3_0/?run=WellboreDevByNPDID&scale=100000&NPDID=5064,initial             ,                                        ,5064,44840,1854729,,11.11.2007,22404,,297514,360533,0,23.02.2021,06.10.2015,28.04.2022
6406/2-R-3 H,6406/2-R-3,Statoil ASA (old),199 ,PRODUCING,PRODUCTION,PRODUCTION,GAS/CONDENSATE,DEVELOPMENT,YES,21.01.2004,01.10.2004,09.01.2004,10.01.2004,KRISTIN,2371-P,6406/2-3 Kristin,NO,18.0,4729.0,5996.0,355.0,,NORWEGIAN SEA,WEST ALPHA,SEMISUB STEEL,MOVEABLE,KRISTIN R,14,NO,GAS/CONDENSATE,2004,2004,,,,,170,ED50  ,64,57,36.84,N,6,26,18.42,E,64.960233,6.438450,7206652.95,379046.00,32,6406,2,R,3,,,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=4866,https://factmaps.npd.no/factmaps/3_0/?run=WellboreDevByNPDID&scale=100000&NPDID=4866,initial             ,                                        ,4866,44840,1854729,,01.10.2006,22404,,297514,360533,0,23.02.2021,06.10.2015,28.04.2022
6406/2-R-4 H,6406/2-R-4,Statoil ASA (old),199 ,PLUGGED,OBSERVATION,OBSERVATION,NOT APPLICABLE,DEVELOPMENT,YES,13.01.2004,27.08.2004,06.01.2004,08.01.2004,KRISTIN,2386-P,6406/2-3 Kristin,NO,18.0,4803.0,5262.0,355.0,,NORWEGIAN SEA,WEST ALPHA,SEMISUB STEEL,MOVEABLE,KRISTIN R,14,NO,NOT APPLICABLE,2004,2004,,,03.09.2004,,99,ED50  ,64,57,36.85,N,6,26,19.14,E,64.960236,6.438650,7206652.87,379055.45,32,6406,2,R,4,,,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=4883,https://factmaps.npd.no/factmaps/3_0/?run=WellboreDevByNPDID&scale=100000&NPDID=4883,initial             ,                                        ,4883,44840,1854729,,27.08.2006,22404,,297514,360533,0,23.02.2021,31.05.2016,28.04.2022
6406/2-R-4 AH,6406/2-R-4,Statoil ASA (old),199 ,PLUGGED,PRODUCTION,PRODUCTION,GAS/CONDENSATE,DEVELOPMENT,YES,21.01.2005,07.03.2005,,,KRISTIN,2520-P,6406/2-3 Kristin,NO,25.0,4690.0,5290.0,355.0,4839.0,NORWEGIAN SEA,SCARABEO 5,SEMISUB STEEL,MOVEABLE,KRISTIN R,14,NO,GAS/CONDENSATE,2005,2005,,,26.11.2005,,170,ED50  ,64,57,36.85,N,6,26,19.14,E,64.960236,6.438650,7206652.87,379055.45,32,6406,2,R,4,A,,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=5055,https://factmaps.npd.no/factmaps/3_0/?run=WellboreDevByNPDID&scale=100000&NPDID=5055,sidetrack           ,6406/2-R-4 H                            ,5055,44840,1854729,,07.03.2007,22404,,294058,360533,0,23.02.2021,06.10.2015,28.04.2022
6406/2-R-4 BH,6406/2-R-4,Statoil ASA (old),199 ,PLUGGED,PRODUCTION,PRODUCTION,GAS/CONDENSATE,DEVELOPMENT,YES,27.11.2005,17.02.2006,,,KRISTIN,2636-P,6406/2-3 Kristin,NO,18.0,4728.0,5505.0,355.0,2551.0,NORWEGIAN SEA,WEST ALPHA,SEMISUB STEEL,MOVEABLE,KRISTIN R,14,NO,GAS/CONDENSATE,2005,2006,,,27.03.2015,,170,ED50  ,64,57,36.85,N,6,26,19.14,E,64.960236,6.438650,7206652.87,379055.45,32,6406,2,R,4,B,,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=5224,https://factmaps.npd.no/factmaps/3_0/?run=WellboreDevByNPDID&scale=100000&NPDID=5224,sidetrack           ,6406/2-R-4 AH                           ,5224,44840,1854729,,17.02.2008,22404,,297514,360533,0,23.02.2021,06.10.2015,28.04.2022
6406/2-R-4 CH,6406/2-R-4,Statoil Petroleum AS,199 ,CLOSED,PRODUCTION,PRODUCTION,GAS/CONDENSATE,DEVELOPMENT,YES,28.03.2015,25.08.2015,,,KRISTIN,3846-P,6406/2-3 Kristin,NO,25.0,4871.0,5968.0,355.0,1312.0,NORWEGIAN SEA,SCARABEO 5,SEMISUB STEEL,MOVEABLE,KRISTIN R,14,NO,GAS/CONDENSATE,2015,2015,,,,,170,ED50  ,64,57,36.85,N,6,26,19.14,E,64.960236,6.438650,7206652.87,379055.45,32,6406,2,R,4,C,,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=7653,https://factmaps.npd.no/factmaps/3_0/?run=WellboreDevByNPDID&scale=100000&NPDID=7653,sidetrack           ,6406/2-R-4 BH                           ,7653,44840,1854729,,25.08.2017,22404,,294058,360533,0,23.02.2021,06.10.2015,28.04.2022
6406/2-S-1 H,6406/2-S-1,Statoil ASA (old),199 ,PRODUCING,PRODUCTION,PRODUCTION,GAS/CONDENSATE,DEVELOPMENT,YES,11.07.2004,09.08.2005,12.08.2003,13.08.2003,KRISTIN,2507-P,6406/2-3 Kristin,NO,18.0,4800.0,5746.0,364.0,,NORWEGIAN SEA,SCARABEO 5,SEMISUB STEEL,MOVEABLE,KRISTIN S,14,NO,GAS/CONDENSATE,2004,2005,,,,,170,ED50  ,64,58,39,N,6,26,6.05,E,64.977500,6.435014,7208582.70,378961.88,32,6406,2,S,1,,,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=5038,https://factmaps.npd.no/factmaps/3_0/?run=WellboreDevByNPDID&scale=100000&NPDID=5038,initial             ,                                        ,5038,44840,1854729,,09.08.2007,22404,,294058,360444,0,23.02.2021,06.10.2015,28.04.2022
6406/2-S-2 H,6406/2-S-2,Statoil ASA (old),199 ,CLOSED,PRODUCTION,PRODUCTION,GAS/CONDENSATE,DEVELOPMENT,YES,08.07.2004,14.04.2006,14.08.2003,15.08.2003,KRISTIN,2516-P,6406/2-3 Kristin,NO,18.0,4808.0,5362.0,364.0,,NORWEGIAN SEA,WEST ALPHA,SEMISUB STEEL,MOVEABLE,KRISTIN S,14,NO,GAS/CONDENSATE,2004,2006,,,,,170,ED50  ,64,58,38.99,N,6,26,5.34,E,64.977497,6.434817,7208582.77,378952.56,32,6406,2,S,2,,,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=5049,https://factmaps.npd.no/factmaps/3_0/?run=WellboreDevByNPDID&scale=100000&NPDID=5049,initial             ,                                        ,5049,44840,1854729,,14.04.2008,22404,,297514,360444,0,23.02.2021,06.10.2015,28.04.2022
6406/2-S-3 H,6406/2-S-3,Statoil ASA (old),199 ,PRODUCING,PRODUCTION,PRODUCTION,GAS,DEVELOPMENT,YES,22.08.2003,30.01.2004,03.08.2003,10.08.2003,KRISTIN,2312-P,6406/2-3 Kristin,NO,25.0,4884.5,5359.0,365.0,,NORWEGIAN SEA,SCARABEO 5,SEMISUB STEEL,MOVEABLE,KRISTIN S,14,NO,GAS,2003,2004,,,,,90,ED50  ,64,58,39.08,N,6,26,5.69,E,64.977522,6.434914,7208585.37,378957.26,32,6406,2,S,3,,,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=4780,https://factmaps.npd.no/factmaps/3_0/?run=WellboreDevByNPDID&scale=100000&NPDID=4780,initial             ,                                        ,4780,44840,1854729,,30.01.2006,22404,,294058,360444,0,23.02.2021,31.05.2016,28.04.2022
6406/2-S-4 H,6406/2-S-4,Statoil ASA (old),199 ,PRODUCING,PRODUCTION,PRODUCTION,GAS/CONDENSATE,DEVELOPMENT,YES,05.07.2004,03.06.2005,16.08.2003,17.08.2003,KRISTIN,2542-P,6406/2-3 Kristin,NO,25.0,4836.0,5433.0,364.0,,NORWEGIAN SEA,SCARABEO 5,SEMISUB STEEL,MOVEABLE,KRISTIN S,14,NO,GAS/CONDENSATE,2004,2005,,,,,170,ED50  ,64,58,39.16,N,6,26,6.05,E,64.977544,6.435014,7208587.65,378962.08,32,6406,2,S,4,,,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=5088,https://factmaps.npd.no/factmaps/3_0/?run=WellboreDevByNPDID&scale=100000&NPDID=5088,initial             ,                                        ,5088,44840,1854729,,03.06.2007,22404,,294058,360444,0,23.02.2021,06.10.2015,28.04.2022
6406/3-A-1 H,6406/3-A-1,Equinor Energy AS,091 ,INJECTING,INJECTION,INJECTION,GAS,DEVELOPMENT,YES,07.12.2018,20.03.2020,24.11.2018,25.11.2018,TRESTAKK,4726-P,6406/3-2 Trestakk,NO,32.1,3953.0,4884.0,300.0,,NORWEGIAN SEA,TRANSOCEAN ENABLER,SEMISUB STEEL,MOVEABLE,TRESTAKK A,8,NO,GAS,2018,2020,,,,,91,ED50  ,64,51,57.84,N,6,50,15.57,E,64.866067,6.837658,7195458.48,397531.24,32,6406,3,A,1,,,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=8583,https://factmaps.npd.no/factmaps/3_0/?run=WellboreDevByNPDID&scale=100000&NPDID=8583,initial             ,                                        ,8583,44846,29396445,,20.03.2022,21532,,439972,450531,0,20.03.2022,,28.04.2022
6406/3-A-2 H,6406/3-A-2,Equinor Energy AS,091 ,INJECTING,INJECTION,INJECTION,GAS,DEVELOPMENT,YES,04.12.2018,15.06.2019,20.11.2018,21.11.2018,TRESTAKK,4727-P,6406/3-2 Trestakk,NO,32.1,4020.0,5116.0,300.0,,NORWEGIAN SEA,TRANSOCEAN ENABLER,SEMISUB STEEL,MOVEABLE,TRESTAKK A,8,NO,GAS,2018,2019,,,,,91,ED50  ,64,51,58.19,N,6,50,15,E,64.866164,6.837500,7195469.57,397524.11,32,6406,3,A,2,,,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=8584,https://factmaps.npd.no/factmaps/3_0/?run=WellboreDevByNPDID&scale=100000&NPDID=8584,initial             ,                                        ,8584,44846,29396445,,15.06.2021,21532,,439972,450531,0,19.10.2021,,28.04.2022
6406/3-A-3 Y1H,6406/3-A-3,Equinor Energy AS,091 ,PRODUCING,PRODUCTION,PRODUCTION,OIL,DEVELOPMENT,YES,26.11.2018,02.09.2019,23.11.2018,24.11.2018,TRESTAKK,4728-P1,6406/3-2 Trestakk,NO,32.1,,6284.0,300.0,,NORWEGIAN SEA,TRANSOCEAN ENABLER,SEMISUB STEEL,MOVEABLE,TRESTAKK A,8,YES,OIL,2018,2019,,,,,50,ED50  ,64,51,58.3,N,6,50,15.38,E,64.866194,6.837606,7195472.80,397529.23,32,6406,3,A,3,Y,,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=8585,https://factmaps.npd.no/factmaps/3_0/?run=WellboreDevByNPDID&scale=100000&NPDID=8585,multilateral        ,                                        ,8585,44846,29396445,,02.09.2021,21532,,439972,450531,0,23.02.2021,,28.04.2022
6406/3-A-3 Y2H,6406/3-A-3,Equinor Energy AS,091 ,PRODUCING,PRODUCTION,PRODUCTION,OIL,DEVELOPMENT,YES,03.09.2019,13.09.2019,,,TRESTAKK,4728-P2,6406/3-2 Trestakk,NO,32.1,3988.0,5993.0,300.0,4430.0,NORWEGIAN SEA,TRANSOCEAN ENABLER,SEMISUB STEEL,MOVEABLE,TRESTAKK A,8,YES,OIL,2019,2019,,,,,50,ED50  ,64,51,58.3,N,6,50,15.38,E,64.866194,6.837606,7195472.80,397529.23,32,6406,3,A,3,Y,,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=8586,https://factmaps.npd.no/factmaps/3_0/?run=WellboreDevByNPDID&scale=100000&NPDID=8586,multilateral        ,6406/3-A-3 Y1H                          ,8586,44846,29396445,,13.09.2021,21532,,439972,450531,0,13.09.2021,,28.04.2022
6406/3-A-4 H,6406/3-A-4,Equinor Energy AS,091 ,PLUGGED,OBSERVATION,OBSERVATION,NOT APPLICABLE,DEVELOPMENT,YES,29.11.2018,07.03.2019,22.11.2018,23.11.2018,TRESTAKK,4729-P,6406/3-2 Trestakk,NO,32.1,4104.0,4826.0,300.0,,NORWEGIAN SEA,TRANSOCEAN ENABLER,SEMISUB STEEL,MOVEABLE,TRESTAKK A,8,NO,NOT APPLICABLE,2018,2019,,,07.03.2019,,99,ED50  ,64,51,57.96,N,6,50,15.95,E,64.866100,6.837764,7195462.02,397536.37,32,6406,3,A,4,,,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=8587,https://factmaps.npd.no/factmaps/3_0/?run=WellboreDevByNPDID&scale=100000&NPDID=8587,initial             ,                                        ,8587,44846,29396445,,07.03.2021,21532,,439972,450531,0,07.03.2021,07.03.2021,28.04.2022
6406/3-A-4 AY1H,6406/3-A-4,Equinor Energy AS,091 ,PRODUCING,PRODUCTION,PRODUCTION,OIL,DEVELOPMENT,YES,19.04.2019,25.04.2019,,,TRESTAKK,4730-P1,6406/3-2 Trestakk,NO,32.1,3985.0,6140.0,300.0,4480.0,NORWEGIAN SEA,TRANSOCEAN ENABLER,SEMISUB STEEL,MOVEABLE,TRESTAKK A,8,YES,OIL,2019,2019,,,,,50,ED50  ,64,51,57.96,N,6,50,15.95,E,64.866100,6.837764,7195462.02,397536.37,32,6406,3,A,4,AY,,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=8588,https://factmaps.npd.no/factmaps/3_0/?run=WellboreDevByNPDID&scale=100000&NPDID=8588,multilateral        ,6406/3-A-4 H                            ,8588,44846,29396445,,25.04.2021,21532,,439972,450531,0,25.04.2021,,28.04.2022
6406/3-A-4 AY2H,6406/3-A-4,Equinor Energy AS,091 ,PRODUCING,PRODUCTION,PRODUCTION,OIL,DEVELOPMENT,YES,26.04.2019,08.05.2019,,,TRESTAKK,4730-P2,6406/3-2 Trestakk,NO,32.1,3985.0,6142.0,300.0,4608.0,NORWEGIAN SEA,TRANSOCEAN ENABLER,SEMISUB STEEL,MOVEABLE,TRESTAKK A,8,YES,OIL,2019,2019,,,,,50,ED50  ,64,51,57.96,N,6,50,15.95,E,64.866100,6.837764,7195462.02,397536.37,32,6406,3,A,4,AY,,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=8589,https://factmaps.npd.no/factmaps/3_0/?run=WellboreDevByNPDID&scale=100000&NPDID=8589,multilateral        ,6406/3-A-4 AY1H                         ,8589,44846,29396445,,08.05.2021,21532,,439972,450531,0,08.05.2021,,28.04.2022
6406/3-B-1 H,6406/3-B-1,Equinor Energy AS,091 ,PLUGGED,OBSERVATION,OBSERVATION,NOT APPLICABLE,DEVELOPMENT,YES,04.10.2019,03.12.2019,13.11.2018,19.11.2018,TRESTAKK,4731-P,6406/3-2 Trestakk,NO,32.1,4266.0,5180.0,297.0,,NORWEGIAN SEA,TRANSOCEAN ENABLER,SEMISUB STEEL,MOVEABLE,TRESTAKK B,8,NO,NOT APPLICABLE,2019,2019,,,03.12.2019,,99,ED50  ,64,50,9.52,N,6,47,12.95,E,64.835978,6.786931,7192189.75,395010.86,32,6406,3,B,1,,,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=8590,https://factmaps.npd.no/factmaps/3_0/?run=WellboreDevByNPDID&scale=100000&NPDID=8590,initial             ,                                        ,8590,44846,29396445,,03.12.2021,21532,,439972,450653,0,03.12.2021,03.12.2021,28.04.2022
6406/3-B-1 AY1H,6406/3-B-1,Equinor Energy AS,091 ,PRODUCING,PRODUCTION,PRODUCTION,OIL,DEVELOPMENT,YES,28.04.2020,02.05.2020,,,TRESTAKK,4732-P1,6406/3-2 Trestakk,NO,32.1,,5950.0,297.0,4661.0,NORWEGIAN SEA,TRANSOCEAN ENABLER,SEMISUB STEEL,MOVEABLE,TRESTAKK B,8,YES,OIL,2020,2020,,,,,50,ED50  ,64,50,9.52,N,6,47,12.95,E,64.835978,6.786931,7192189.75,395010.86,32,6406,3,B,1,AY,,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=8591,https://factmaps.npd.no/factmaps/3_0/?run=WellboreDevByNPDID&scale=100000&NPDID=8591,multilateral        ,6406/3-B-1 H                            ,8591,44846,29396445,,02.05.2022,21532,,439972,450653,0,22.07.2021,,28.04.2022
6406/3-B-1 AY2H,6406/3-B-1,Equinor Energy AS,091 ,PRODUCING,PRODUCTION,PRODUCTION,OIL,DEVELOPMENT,YES,03.05.2020,12.05.2020,,,TRESTAKK,4732-P2,6406/3-2 Trestakk,NO,32.1,,6578.0,297.0,5070.0,NORWEGIAN SEA,TRANSOCEAN ENABLER,SEMISUB STEEL,MOVEABLE,TRESTAKK B,8,YES,OIL,2020,2020,,,,,50,ED50  ,64,50,9.52,N,6,47,12.95,E,64.835978,6.786931,7192189.75,395010.86,32,6406,3,B,1,AY,,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=8592,https://factmaps.npd.no/factmaps/3_0/?run=WellboreDevByNPDID&scale=100000&NPDID=8592,multilateral        ,6406/3-B-1 AY1H                         ,8592,44846,29396445,,12.05.2022,21532,,439972,450653,0,22.07.2021,,28.04.2022
6406/3-D-1 H,6406/3-D-1,Statoil Petroleum AS,091 ,PLUGGED,OBSERVATION,OBSERVATION,OIL,DEVELOPMENT,YES,21.08.2011,30.09.2011,,,TYRIHANS,3380-P,6407/1-2 Tyrihans Sør,NO,24.0,3726.0,4236.0,268.0,,NORWEGIAN SEA,TRANSOCEAN ARCTIC,SEMISUB STEEL,MOVEABLE,TYRIHANS D,8,NO,OIL,2011,2011,,,30.09.2011,,99,ED50  ,64,46,46.91,N,6,59,26.8,E,64.779697,6.990778,7185597.16,404479.78,32,6406,3,D,1,,,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=6645,https://factmaps.npd.no/factmaps/3_0/?run=WellboreDevByNPDID&scale=100000&NPDID=6645,initial             ,                                        ,6645,44852,3960848,,30.09.2013,21532,,294382,377726,0,23.02.2021,06.10.2015,28.04.2022
6406/3-D-1 AY1H,6406/3-D-1,Statoil Petroleum AS,091 ,PRODUCING,PRODUCTION,PRODUCTION,OIL,DEVELOPMENT,YES,01.10.2011,22.10.2011,,,TYRIHANS,3386-P1,6407/1-2 Tyrihans Sør,NO,24.0,3692.0,5803.0,268.0,4108.0,NORWEGIAN SEA,TRANSOCEAN ARCTIC,SEMISUB STEEL,MOVEABLE,TYRIHANS D,8,YES,OIL,2011,2011,,,,,50,ED50  ,64,46,46.91,N,6,59,26.8,E,64.779697,6.990778,7185597.16,404479.78,32,6406,3,D,1,AY,,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=6646,https://factmaps.npd.no/factmaps/3_0/?run=WellboreDevByNPDID&scale=100000&NPDID=6646,multilateral        ,6406/3-D-1 H                            ,6646,44852,3960848,,22.10.2013,21532,,294382,377726,0,22.02.2022,06.10.2015,28.04.2022
6406/3-D-1 AY2H,6406/3-D-1,Statoil Petroleum AS,091 ,PRODUCING,PRODUCTION,PRODUCTION,OIL,DEVELOPMENT,YES,23.10.2011,19.11.2011,,,TYRIHANS,3386-P2,6407/1-2 Tyrihans Sør,NO,24.0,3691.0,7300.0,268.0,4067.0,NORWEGIAN SEA,TRANSOCEAN ARCTIC,SEMISUB STEEL,MOVEABLE,TYRIHANS D,8,YES,OIL,2011,2011,,,,,50,ED50  ,64,46,46.91,N,6,59,26.8,E,64.779697,6.990778,7185597.16,404479.78,32,6406,3,D,1,AY,,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=6647,https://factmaps.npd.no/factmaps/3_0/?run=WellboreDevByNPDID&scale=100000&NPDID=6647,multilateral        ,6406/3-D-1 AY1H                         ,6647,44852,3960848,,19.11.2013,21532,,294382,377726,0,22.02.2022,06.10.2015,28.04.2022
6406/3-D-2 H,6406/3-D-2,Statoil Petroleum AS,091 ,INJECTING,INJECTION,INJECTION,GAS,DEVELOPMENT,YES,08.09.2010,26.10.2010,,,TYRIHANS,3277-P,6407/1-2 Tyrihans Sør,NO,24.0,3917.0,4310.0,267.8,,NORWEGIAN SEA,TRANSOCEAN ARCTIC,SEMISUB STEEL,MOVEABLE,TYRIHANS D,8,NO,GAS,2010,2010,,,,,91,ED50  ,64,46,47.14,N,6,59,26.2,E,64.779761,6.990611,7185604.53,404472.08,32,6406,3,D,2,,,https://factpages.npd.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Development|All&nav3=6454,https://factmaps.npd.no/factmaps/3_0/?run=WellboreDevByNPDID&scale=100000&NPDID=6454,initial             ,                                        ,6454,44852,3960848,,26.10.2012,21532,,294382,377726,0,22.04.2022,31.05.2016,28.04.2022
